PostId,title_length,body_length,num_subs_ans,percent_subs_ans,num_subs_t,percent_subs_t,popular_tag,avg_popularity,response_time,label
69,0.135195033805749,-0.530660313652947,1.0369093363670256,1.240099841502507,1.3527723097404598,0.33969798347276237,-0.8526294000477725,0.268635266267832,4.3,1.0
73,0.00528002760930773,-0.26739787252561675,-0.9374265963620029,-0.44856103784600254,-1.0906509259763943,0.043250334929795735,-0.8526294000477725,-0.9396379200054813,119.01666666666667,1.0
84,-0.25454998478357477,-0.5691034427639619,-0.7911794902339266,0.2218559844294615,-0.7974401376903718,0.8754308580468807,-0.8526294000477725,-0.775630530988531,725.3833333333333,0.0
103,-0.44942249407823665,0.37591626272453205,0.45192091185472094,0.46100881989938713,0.5708768743110665,-0.4472279894163614,-0.8526294000477725,0.36985857667673105,0.0,1.0
106,-0.7092525064711191,-0.6192254971745257,0.7444151241108733,0.3710813772763733,1.2550353803117857,-0.3084103656481534,-0.8526294000477725,0.708123816524191,206.91666666666666,0.0
107,0.33006754310041087,-0.5837020993883979,3.084368822160092,1.310906325196526,2.2812731393128645,-0.5682052577145678,-0.8526294000477725,3.5846596629542953,15.316666666666666,1.0
143,0.8497275678861759,0.40268046653599815,-0.24275284225364097,-0.2860585482390308,0.05775799481052714,-0.5117745705074181,0.20075262162023888,0.18278764857927213,975.7666666666667,0.0
145,1.1745150833772788,0.2834581041031037,0.23255025266260665,-0.6572889791355429,0.017034274215246295,-0.02904077761577418,1.2541346432882503,-0.017523459360701026,733.7166666666667,0.0
147,0.979642574082617,0.16228925412028447,-1.083673702490079,-1.60396058687393,-1.4571644113339224,11.423589177037465,-1.906011421715784,-1.0908322317554824,0.0,1.0
152,-0.7092525064711191,-0.13552334101821104,-1.083673702490079,-1.60396058687393,-1.3594274819052483,3.0585537888215715,-0.8526294000477725,-1.061362154041499,0.0,1.0
156,-0.05967747548891289,-0.3871068568459924,-1.083673702490079,-1.60396058687393,-1.432730178976754,0.29016103959090905,-1.906011421715784,-1.0754565390351432,0.0,1.0
162,0.00528002760930773,-0.3408777775352782,-1.010550149426041,-0.8929454797798207,-0.6997032082616976,3.5224466278818447,-0.8526294000477725,-1.0216416145139564,20.95,1.0
165,0.00528002760930773,-0.5131419257036236,-1.083673702490079,-1.60396058687393,-1.0906509259763943,2.360513900064842,-0.8526294000477725,-1.0511116922279395,136.08333333333334,1.0
166,0.20015253690396959,-0.40900484178264646,-0.3158763953176791,-0.5714758834872714,-0.21101856111832681,-0.6061238462561829,0.20075262162023888,-0.24901305531691723,964.1666666666666,0.0
167,-0.9690825188640017,-0.36958846889666913,-1.083673702490079,-1.60396058687393,-1.0906509259763943,1.3671918471572744,0.20075262162023888,-1.0600808463148041,179.85,1.0
169,-0.8391675126675604,-0.27567044461279716,-1.0592991848020663,-1.4374165077347691,-1.074361437738282,0.8917028180300736,1.2541346432882503,-1.012245357851527,232.1,0.0
170,0.20015253690396959,-0.526280716665616,-0.38899994838171714,0.7159004684292029,-0.11328163168965265,-0.8130882171242254,0.20075262162023888,-0.5994507185679789,434.85,0.0
